customer_id,customer_ratio_rewards, customer_ratio_payments,credit_utilization,single_score_for_customer 
 113380000 ,0.571018 , 1.000000,  0.997894, 1.555465 
 113420000 ,0.349641 , 0.922796,  0.995211, 0.884040 
 113560000 ,0.550966 , 0.901283,  0.999153, 1.358049 
 113640000 ,0.493899 , 0.910368,  0.997871, 1.230077 
 113770000 ,0.524372 , 1.000000,  0.998056, 1.428167 
 113890000 ,0.479579 , 1.000000,  0.998206, 1.305973 
 113980000 ,0.533277 , 0.959312,  0.997530, 1.395246 
 114080000 ,0.348890 , 1.000000,  0.997512, 0.950747 
 114160000 ,0.405498 , 0.944528,  0.997697, 1.045185 
 114250000 ,0.485279 , 1.000000,  0.997099, 1.322963 
 114390000 ,0.532707 , 1.000000,  0.999238, 1.449152 
 114420000 ,0.426364 , 0.971826,  0.990121, 1.138022 
 114550000 ,0.381667 , 0.936880,  0.996970, 0.976978 
 114610000 ,0.601993 , 0.879827,  0.996225, 1.456593 
 114790000 ,0.624444 , 1.000000,  0.999002, 1.699111 
 114830000 ,0.438235 , 1.000000,  0.997362, 1.194398 
 114970000 ,0.377999 , 0.937943,  0.998892, 0.966752 
 115020000 ,0.591590 , 0.996828,  0.998052, 1.606146 
 115170000 ,0.338330 , 1.000000,  0.998710, 0.920863 
 115280000 ,0.530332 , 1.000000,  0.997991, 1.444494 
 115380000 ,0.362772 , 0.960663,  0.998415, 0.949584 
 115490000 ,0.507438 , 0.960485,  0.999516, 1.326559 
 115530000 ,0.648996 , 0.895648,  0.996519, 1.594894 
 115620000 ,0.525670 , 0.942791,  0.997448, 1.352919 
 115730000 ,0.336731 , 1.000000,  0.993694, 0.921140 
 115850000 ,0.584251 , 1.000000,  0.999681, 1.588666 
 115920000 ,0.409531 , 1.000000,  0.996525, 1.117102 
 116010000 ,0.415232 , 1.000000,  0.996812, 1.132327 
 116130000 ,0.359018 , 1.000000,  0.998446, 0.977431 
 116240000 ,0.421965 , 0.921316,  0.998037, 1.062314 
 116390000 ,0.451564 , 0.936222,  0.997518, 1.154501 
 116490000 ,0.406425 , 1.000000,  0.999243, 1.105616 
 116560000 ,0.461018 , 1.000000,  0.998566, 1.254978 
 116680000 ,0.460453 , 0.947133,  0.999742, 1.187496 
 116750000 ,0.439123 , 1.000000,  0.998084, 1.195952 
 116870000 ,0.537304 , 1.000000,  0.998851, 1.462222 
 116950000 ,0.532763 , 1.000000,  0.997642, 1.451625 
 117020000 ,0.451647 , 0.970005,  0.990056, 1.203392 
 117190000 ,0.456431 , 0.933330,  0.997831, 1.163211 
 117220000 ,0.369375 , 0.860830,  0.999617, 0.873952 
 117380000 ,0.367877 , 1.000000,  0.998235, 1.001762 
 117450000 ,0.599315 , 1.000000,  0.997065, 1.633901 
 117540000 ,0.599103 , 1.000000,  0.996226, 1.634699 
 117630000 ,0.628343 , 0.964102,  0.997477, 1.651955 
 117790000 ,0.583975 , 1.000000,  0.997960, 1.590653 
 117830000 ,0.502309 , 0.940852,  0.992208, 1.297104 
 117930000 ,0.486542 , 0.967706,  0.998911, 1.281925 
 118030000 ,0.554010 , 0.949946,  0.995669, 1.438665 
 118160000 ,0.543879 , 1.000000,  0.996617, 1.483434 
 118240000 ,0.459808 , 1.000000,  0.998132, 1.252227 
 118340000 ,0.490859 , 1.000000,  0.997682, 1.337394 
 118460000 ,0.458026 , 0.932685,  0.998570, 1.165658 
 118560000 ,0.442885 , 0.977964,  0.997349, 1.180777 
 118690000 ,0.471562 , 0.952848,  0.999824, 1.223014 
 118730000 ,0.450407 , 1.000000,  0.993743, 1.232042 
 118880000 ,0.497903 , 0.924185,  0.998125, 1.256979 
 118920000 ,0.332666 , 0.957440,  0.996382, 0.869747 
 119080000 ,0.507962 , 1.000000,  0.999682, 1.381224 
 119120000 ,0.510738 , 1.000000,  0.997394, 1.391956 
 119280000 ,0.544201 , 0.923380,  0.998994, 1.371561 
 119370000 ,0.526613 , 0.947209,  0.998004, 1.360589 
 119490000 ,0.462425 , 0.810302,  0.998736, 1.041119 
 119580000 ,0.440921 , 0.983300,  0.999734, 1.179013 
 119610000 ,0.589394 , 0.975086,  0.968900, 1.612879 
 119760000 ,0.351919 , 0.936976,  0.999311, 0.898806 
 119840000 ,0.499865 , 1.000000,  0.998771, 1.360447 
 119970000 ,0.508073 , 1.000000,  0.998246, 1.383514 
 120090000 ,0.555778 , 1.000000,  0.998423, 1.513147 
 120150000 ,0.565883 , 0.956335,  0.998137, 1.475258 
 120230000 ,0.470878 , 0.963213,  0.997956, 1.236274 
 120320000 ,0.436144 , 1.000000,  0.996988, 1.189143 
 120460000 ,0.502424 , 0.961961,  0.999666, 1.315193 
 120540000 ,0.546457 , 1.000000,  0.997134, 1.489693 
 120680000 ,0.457412 , 1.000000,  0.997613, 1.246348 
 120720000 ,0.532217 , 1.000000,  0.996303, 1.452083 
 120830000 ,0.326168 , 1.000000,  0.993401, 0.892507 
 120940000 ,0.448138 , 0.931978,  0.995447, 1.143264 
 121090000 ,0.504404 , 0.935724,  0.998933, 1.287127 
 121160000 ,0.496316 , 1.000000,  0.999731, 1.349489 
 121240000 ,0.397830 , 0.966876,  0.999462, 1.046743 
 121390000 ,0.481498 , 1.000000,  0.998216, 1.311186 
 121450000 ,0.553947 , 0.957217,  0.997934, 1.445707 
 121520000 ,0.508457 , 1.000000,  0.994696, 1.389500 
 121610000 ,0.529410 , 1.000000,  0.986598, 1.458635 
 121750000 ,0.442814 , 1.000000,  0.997364, 1.206875 
 121890000 ,0.534858 , 0.933816,  0.998395, 1.362972 
 121930000 ,0.446558 , 1.000000,  0.997004, 1.217518 
 122060000 ,0.698968 , 0.915024,  0.999301, 1.746429 
 122190000 ,0.541518 , 0.960543,  0.999517, 1.415733 
 122290000 ,0.447892 , 1.000000,  0.999042, 1.218664 
 122350000 ,0.576651 , 1.000000,  0.999486, 1.568306 
 122470000 ,0.515140 , 0.933002,  0.999656, 1.310003 
 122570000 ,0.591659 , 0.965920,  0.999212, 1.555635 
 122670000 ,0.420864 , 0.946108,  0.996883, 1.087396 
 122750000 ,0.382282 , 0.990536,  0.998518, 1.030891 
 122850000 ,0.541023 , 1.000000,  0.999302, 1.471680 
 122980000 ,0.538859 , 0.950459,  0.999005, 1.395361 
 123050000 ,0.513278 , 1.000000,  0.999280, 1.396240 
 123110000 ,0.427406 , 1.000000,  0.986415, 1.177811 
 123290000 ,0.595951 , 1.000000,  0.998928, 1.621700 
 123350000 ,0.585255 , 0.988275,  0.997167, 1.576810 
 123490000 ,0.552843 , 1.000000,  0.998126, 1.505605 
 123520000 ,0.525188 , 1.000000,  0.991528, 1.439806 
 123660000 ,0.598535 , 1.000000,  0.999787, 1.627332 
 123770000 ,0.481602 , 0.885151,  0.998363, 1.169006 
 123820000 ,0.651580 , 1.000000,  0.993371, 1.782997 
 123930000 ,0.347270 , 1.000000,  0.997502, 0.946341 
 124060000 ,0.614341 , 1.000000,  0.996477, 1.675855 
 124120000 ,0.275635 , 0.846699,  0.990761, 0.648756 
 124280000 ,0.411912 , 0.934497,  0.998703, 1.050063 
 124310000 ,0.275408 , 0.998949,  0.979539, 0.763473 
 124470000 ,0.604442 , 0.965815,  0.999379, 1.588814 
 124580000 ,0.654113 , 0.967490,  0.999544, 1.721974 
 124640000 ,0.444556 , 1.000000,  0.999210, 1.209384 
 124770000 ,0.472332 , 1.000000,  0.997736, 1.286845 
 124890000 ,0.514450 , 1.000000,  0.998776, 1.400135 
 124950000 ,0.591664 , 1.000000,  0.998127, 1.611328 
 125050000 ,0.362702 , 1.000000,  0.998717, 0.987192 
 125130000 ,0.625174 , 1.000000,  0.999492, 1.700263 
 125270000 ,0.556758 , 1.000000,  0.999390, 1.514348 
 125370000 ,0.460207 , 1.000000,  0.999767, 1.251263 
 125470000 ,0.575559 , 0.928936,  0.997782, 1.460447 
 125570000 ,0.542239 , 0.977538,  0.999408, 1.442073 
 125670000 ,0.531418 , 1.000000,  0.997646, 1.447953 
 125750000 ,0.427207 , 1.000000,  0.996282, 1.165602 
 125810000 ,0.586163 , 1.000000,  0.997807, 1.596860 
 125910000 ,0.329298 , 0.919952,  0.979834, 0.843269 
 126060000 ,0.413234 , 1.000000,  0.996919, 1.126758 
 126170000 ,0.544460 , 0.921252,  0.997259, 1.371681 
 126230000 ,0.424413 , 0.991739,  0.993002, 1.152248 
 126320000 ,0.368933 , 0.944686,  0.997842, 0.950951 
 126430000 ,0.588345 , 0.978657,  0.995673, 1.572319 
 126590000 ,0.437202 , 0.944712,  0.999556, 1.125016 
 126660000 ,0.368844 , 1.000000,  0.997669, 1.004966 
 126780000 ,0.557743 , 1.000000,  0.997990, 1.519156 
 126890000 ,0.440959 , 0.849038,  0.999037, 1.031689 
 126950000 ,0.426303 , 1.000000,  0.999885, 1.158945 
 127060000 ,0.414698 , 0.957651,  0.999263, 1.081322 
 127150000 ,0.431527 , 0.926208,  0.996719, 1.093156 
 127240000 ,0.482970 , 1.000000,  0.999794, 1.313118 
 127360000 ,0.392679 , 1.000000,  0.996968, 1.070658 
 127440000 ,0.444242 , 0.963623,  0.996023, 1.169087 
 127590000 ,0.513959 , 0.908847,  0.998895, 1.276780 
 127680000 ,0.568464 , 1.000000,  0.999565, 1.545917 
 127760000 ,0.634324 , 0.960949,  0.998108, 1.661379 
 127850000 ,0.383199 , 0.945046,  0.998232, 0.987691 
 127940000 ,0.392987 , 1.000000,  0.997266, 1.071178 
 128090000 ,0.459364 , 0.923576,  0.999811, 1.157026 
 128120000 ,0.373098 , 0.900598,  0.992266, 0.925379 
 128290000 ,0.621775 , 1.000000,  0.999791, 1.690514 
 128360000 ,0.440691 , 1.000000,  0.999893, 1.198052 
 128490000 ,0.659918 , 1.000000,  0.998846, 1.795916 
 128520000 ,0.545880 , 1.000000,  0.995912, 1.489947 
 128620000 ,0.379733 , 1.000000,  0.997715, 1.034584 
 128790000 ,0.523264 , 1.000000,  0.997381, 1.426114 
 128830000 ,0.433281 , 1.000000,  0.994655, 1.184108 
 128940000 ,0.507911 , 1.000000,  0.996021, 1.386160 
 129010000 ,0.424540 , 0.947331,  0.995755, 1.099479 
 129150000 ,0.449798 , 1.000000,  0.999399, 1.223412 
 129260000 ,0.470122 , 0.995486,  0.997465, 1.275403 
 129330000 ,0.467238 , 1.000000,  0.995955, 1.275243 
 129450000 ,0.314234 , 0.929343,  0.996350, 0.798821 
 129590000 ,0.407203 , 0.934473,  0.998696, 1.038040 
 129650000 ,0.464558 , 1.000000,  0.996184, 1.267636 
 129740000 ,0.681295 , 1.000000,  0.997454, 1.856678 
 129840000 ,0.522068 , 0.969683,  0.999458, 1.377496 
 129980000 ,0.503526 , 1.000000,  0.998264, 1.371105 
 130020000 ,0.427625 , 0.968072,  0.984941, 1.143092 
 130150000 ,0.583569 , 1.000000,  0.999711, 1.586764 
 130280000 ,0.572811 , 1.000000,  0.997645, 1.560736 
 130340000 ,0.579412 , 0.967592,  0.998778, 1.526645 
 130480000 ,0.441313 , 0.952103,  0.998714, 1.144981 
 130510000 ,0.497859 , 1.000000,  0.986687, 1.371580 
 130640000 ,0.613958 , 1.000000,  0.999919, 1.669047 
 130740000 ,0.603701 , 1.000000,  0.999589, 1.641705 
 130860000 ,0.534423 , 1.000000,  0.996493, 1.457825 
 130930000 ,0.500413 , 1.000000,  0.991718, 1.371624 
 131020000 ,0.438815 , 0.975970,  0.993015, 1.172693 
 131160000 ,0.425282 , 1.000000,  0.996961, 1.159559 
 131260000 ,0.622551 , 0.950776,  0.997804, 1.614532 
 131340000 ,0.675743 , 1.000000,  0.996788, 1.842779 
 131480000 ,0.340391 , 1.000000,  0.998199, 0.926948 
 131520000 ,0.408847 , 0.968639,  0.996125, 1.081239 
 131690000 ,0.662266 , 0.910924,  0.997352, 1.651176 
 131730000 ,0.534107 , 1.000000,  0.993735, 1.461005 
 131840000 ,0.535541 , 1.000000,  0.996670, 1.460616 
 131980000 ,0.623435 , 0.981271,  0.998644, 1.665488 
 132060000 ,0.632415 , 1.000000,  0.997356, 1.723640 
 132190000 ,0.457739 , 1.000000,  0.997864, 1.246926 
 132220000 ,0.356434 , 0.918398,  0.994098, 0.898266 
 132310000 ,0.583257 , 1.000000,  0.994024, 1.594989 
 132460000 ,0.543156 , 0.931868,  0.997158, 1.383138 
 132570000 ,0.422784 , 1.000000,  0.999847, 1.149421 
 132630000 ,0.584865 , 0.920390,  0.997774, 1.471444 
 132740000 ,0.349590 , 0.984317,  0.997051, 0.938264 
 132820000 ,0.501205 , 1.000000,  0.995213, 1.368971 
 132950000 ,0.517015 , 1.000000,  0.996644, 1.410124 
 133030000 ,0.524842 , 1.000000,  0.997107, 1.430807 
 133110000 ,0.484812 , 0.987508,  0.985529, 1.320607 
 133230000 ,0.570883 , 0.862994,  0.997257, 1.356854 
 133320000 ,0.392280 , 0.926832,  0.988544, 1.002578 
 133470000 ,0.377084 , 1.000000,  0.997349, 1.027745 
 133570000 ,0.549489 , 0.888182,  0.996998, 1.339667 
 133610000 ,0.553132 , 1.000000,  0.997610, 1.507172 
 133730000 ,0.509055 , 1.000000,  0.994203, 1.391824 
 133890000 ,0.462321 , 0.956886,  0.997849, 1.206282 
 133930000 ,0.475153 , 1.000000,  0.994280, 1.299029 
 134040000 ,0.625052 , 1.000000,  0.999909, 1.699222 
 134150000 ,0.520552 , 0.976963,  0.999334, 1.383705 
 134240000 ,0.670804 , 1.000000,  0.996294, 1.830218 
 134320000 ,0.435403 , 0.949972,  0.995183, 1.131244 
 134470000 ,0.339660 , 0.928101,  0.999022, 0.860080 
 134590000 ,0.258185 , 1.000000,  0.998599, 0.702803 
 134690000 ,0.484479 , 0.948668,  0.997252, 1.254503 
 134760000 ,0.492609 , 0.946617,  0.997327, 1.272844 
 134850000 ,0.394283 , 0.939611,  0.996896, 1.012107 
 134920000 ,0.492088 , 1.000000,  0.991468, 1.349145 
 135080000 ,0.515092 , 0.932252,  0.998151, 1.310873 
 135150000 ,0.592759 , 0.982068,  0.999190, 1.583932 
 135230000 ,0.586520 , 0.978571,  0.994292, 1.569485 
 135380000 ,0.522209 , 1.000000,  0.998270, 1.421971 
 135440000 ,0.509347 , 0.962395,  0.994523, 1.340794 
 135580000 ,0.415665 , 1.000000,  0.997017, 1.133276 
 135610000 ,0.562571 , 0.941034,  0.988726, 1.458100 
 135790000 ,0.492446 , 1.000000,  0.997307, 1.342222 
 135890000 ,0.355423 , 1.000000,  0.998396, 0.967692 
 135950000 ,0.450437 , 1.000000,  0.999468, 1.225068 
 136090000 ,0.487095 , 0.933797,  0.999157, 1.240288 
 136140000 ,0.429531 , 1.000000,  0.995716, 1.172611 
 136290000 ,0.397380 , 0.945021,  0.999683, 1.022730 
 136360000 ,0.341300 , 0.930232,  0.999624, 0.865554 
 136440000 ,0.433682 , 0.952936,  0.997599, 1.127380 
 136540000 ,0.437541 , 0.967580,  0.996854, 1.155053 
 136680000 ,0.566306 , 1.000000,  0.997832, 1.542726 
 136740000 ,0.540208 , 1.000000,  0.998557, 1.470559 
 136810000 ,0.516342 , 0.981558,  0.990994, 1.390438 
 136960000 ,0.457594 , 0.890997,  0.999661, 1.115790 
 137070000 ,0.529861 , 0.966023,  0.998511, 1.394272 
 137170000 ,0.569301 , 1.000000,  0.998494, 1.549854 
 137270000 ,0.601133 , 1.000000,  0.998663, 1.636237 
 137310000 ,0.576026 , 1.000000,  0.974289, 1.607122 
 137460000 ,0.340768 , 0.985582,  0.999846, 0.913184 
 137590000 ,0.512037 , 0.947757,  0.998885, 1.322488 
 137670000 ,0.371227 , 1.000000,  0.998001, 1.011119 
 137720000 ,0.469562 , 1.000000,  0.990314, 1.288886 
 137840000 ,0.617835 , 0.888963,  0.998212, 1.505642 
 137960000 ,0.508224 , 0.987769,  0.998325, 1.366990 
 138050000 ,0.668344 , 1.000000,  0.997376, 1.821526 
 138160000 ,0.429413 , 1.000000,  0.997431, 1.170272 
 138260000 ,0.423609 , 1.000000,  0.998288, 1.153463 
 138310000 ,0.607661 , 0.972696,  0.987305, 1.627972 
 138420000 ,0.439516 , 0.971145,  0.994423, 1.167257 
 138570000 ,0.550916 , 0.946485,  0.997765, 1.422691 
 138610000 ,0.389203 , 1.000000,  0.987782, 1.071048 
 138790000 ,0.428381 , 0.989576,  0.998230, 1.154429 
 138870000 ,0.468260 , 1.000000,  0.999988, 1.272877 
 138910000 ,0.520288 , 1.000000,  0.964534, 1.466293 
 139030000 ,0.489283 , 1.000000,  0.994997, 1.336696 
 139120000 ,0.248972 , 1.000000,  0.992682, 0.681765 
 139260000 ,0.627066 , 1.000000,  0.998996, 1.706257 
 139380000 ,0.397978 , 1.000000,  0.999705, 1.082134 
 139440000 ,0.454705 , 0.969165,  0.995592, 1.203790 
 139520000 ,0.513483 , 0.989148,  0.994663, 1.388133 
 139660000 ,0.476746 , 0.962014,  0.999246, 1.248567 
 139740000 ,0.434453 , 1.000000,  0.999291, 1.181804 
 139840000 ,0.549436 , 1.000000,  0.996690, 1.498484 
 139970000 ,0.476317 , 1.000000,  0.997803, 1.297616 
 140080000 ,0.569026 , 0.963751,  0.997199, 1.495900 
 140180000 ,0.423492 , 0.928376,  0.999971, 1.071632 
 140220000 ,0.410504 , 0.957739,  0.994588, 1.075510 
 140390000 ,0.321355 , 0.942188,  0.998358, 0.825820 
 140460000 ,0.588414 , 1.000000,  0.997348, 1.603730 
 140570000 ,0.283894 , 0.954299,  0.998505, 0.738334 
 140680000 ,0.542057 , 1.000000,  0.997732, 1.476812 
 140730000 ,0.624165 , 0.990624,  0.999216, 1.682143 
 140810000 ,0.524678 , 1.000000,  0.996211, 1.431647 
 140990000 ,0.470654 , 0.876992,  0.998156, 1.133382 
 141010000 ,0.620977 , 0.966873,  0.994178, 1.642552 
 141150000 ,0.522183 , 0.935008,  0.999422, 1.330892 
 141260000 ,0.540181 , 1.000000,  0.997902, 1.471452 
 141390000 ,0.490599 , 0.881110,  0.998921, 1.185377 
 141490000 ,0.508209 , 0.868341,  0.998404, 1.212975 
 141570000 ,0.483460 , 0.942524,  0.999139, 1.241847 
 141610000 ,0.405861 , 0.976355,  0.993125, 1.084923 
 141730000 ,0.463480 , 1.000000,  0.999532, 1.260459 
 141820000 ,0.477379 , 0.953712,  0.999540, 1.239523 
 141960000 ,0.532214 , 0.970892,  0.998869, 1.406795 
 142070000 ,0.541787 , 0.950499,  0.998157, 1.404190 
 142160000 ,0.602253 , 1.000000,  0.998322, 1.639846 
 142270000 ,0.450333 , 0.935969,  0.997993, 1.150515 
 142360000 ,0.415282 , 1.000000,  0.997171, 1.132055 
 142410000 ,0.465084 , 1.000000,  0.993222, 1.272855 
 142590000 ,0.643537 , 1.000000,  0.998260, 1.752365 
 142670000 ,0.552448 , 1.000000,  0.999021, 1.503181 
 142730000 ,0.547382 , 1.000000,  0.993936, 1.497016 
 142810000 ,0.534116 , 0.895206,  0.992089, 1.317856 
 142980000 ,0.602530 , 1.000000,  0.997068, 1.642663 
 143040000 ,0.426833 , 0.923094,  0.994397, 1.080420 
 143150000 ,0.427009 , 0.982813,  0.996167, 1.145343 
 143250000 ,0.391335 , 1.000000,  0.998188, 1.065689 
 143380000 ,0.477091 , 0.956625,  0.999784, 1.242088 
 143420000 ,0.594610 , 0.959688,  0.993362, 1.562829 
